最終通信日時,デバイス名,管理番号,物件名,環境,"状態
",Ver.,バッテリー,温度,音量,天気,気温,明るさ,バッテリー健全性,電流入出力,端末モデル,IMEI,ライセンス認証ステータス,再生チャンネル,ネットワーク,左上プレビュー表示,ネットワーク環境,オフライン率,SD録画保存日,SD録画保存日,設置完了日時,ブート日時,アプリ起動日時,初期設定日時
2019-11-20 09:50:42(17分前),001502,HK4-101,サムティレジデンスN23,本番中,正常,3.0.20,100%,14.7℃,20%,雪,-2℃,50,不明,0,Lenovo TAB4 SIM,866423030677139,不正,201909_mitsubachi-einekleine,4G:3本,表示,通常,0%,2019-11-17,,2019-05-20 15:59:53(5ヶ月前),2019-11-16 11:29:39(3日前),2019-11-16 11:30:32(3日前),2019-04-12 13:42:55(7ヶ月前)
2019-11-20 09:50:42(17分前),010564,ST-829,クリニカル病院,本番中,正常,3.0.20,100%,27.5℃,40%,晴,11℃,50,良好,0,Lenovo TAB4 SIM,866423030761388,正常,sample_channel,3G:0本,表示,通常,0%,2019-11-17,,2019-11-06 11:06:22(1週間前),2019-11-06 10:24:56(1週間前),2019-11-06 10:29:12(1週間前),2019-10-23 11:07:46(3週間前)
2019-11-20 09:50:42(17分前),0130,L-491,哲学堂パークサイドビル,本番中,正常,3.0.20,100%,24℃,40%,曇,11℃,50,良好,流出 796mAh,Huawei T3 10,868355032511783,正常,201909_mitsubachi-einekleine,4G:2本,表示,通常,0%,2019-11-17,,2018-09-03 15:34:05(1年前),2019-11-01 20:30:22(2週間前),2019-11-07 18:12:37(1週間前),2018-08-28 13:47:13(1年前)
2019-11-20 09:50:42(17分前),000642,AN1-385,グランドール緑地公園,本番中,正常,3.0.20,100%,18.5℃,40%,曇,10℃,50,良好,流出 4mAh,Lenovo TAB4 SIM,866423030631680,正常,201909_mitsubachi-einekleine,4G:3本,表示,通常,0%,2019-11-17,,2019-02-01 10:47:51(9ヶ月前),2019-11-15 16:18:55(4日前),2019-11-15 16:19:43(4日前),2019-01-28 13:23:40(9ヶ月前)
2019-11-20 09:50:42(17分前),000958,AN1-840,九番団地,本番中,正常,3.0.20,100%,19.5℃,20%,曇,9℃,50,良好,流出 12mAh,Lenovo TAB4 SIM,866423030613886,正常,201909_mitsubachi-einekleine,4G:4本,表示,通常,0%,2019-11-17,,2019-03-15 14:18:14(8ヶ月前),2019-09-28 12:45:31(1ヶ月前),2019-11-02 08:12:07(2週間前),2019-02-25 13:32:51(8ヶ月前)
2019-11-20 09:50:44(17分前),000209,A-321,ペガサス,本番中,正常,3.0.20,100%,22℃,40%,曇,11℃,50,良好,流出 861mAh,Huawei T3 10,868355032511205,正常,201909_mitsubachi-einekleine,4G:3本,表示,通常,0%,2019-11-17,,2018-10-09 14:44:00(1年前),2019-11-19 11:20:30(22時間前),2019-11-19 11:22:27(22時間前),2018-09-20 15:56:32(1年前)
2019-11-20 09:50:45(17分前),001074,O-681,メイクスデザイン住吉Ⅳ,本番中,正常,3.0.20,100%,21.2℃,40%,曇,11℃,50,良好,流出 7mAh,Lenovo TAB4 SIM,866423030610585,正常,201909_mitsubachi-einekleine,4G:4本,表示,通常,0%,2019-11-17,,2019-04-17 13:57:48(7ヶ月前),2019-11-11 18:52:17(1週間前),2019-11-11 18:53:10(1週間前),2019-03-18 13:44:37(8ヶ月前)
2019-11-20 09:50:45(17分前),000959,HK303,ノースウインド12,本番中,正常,3.0.20,100%,15℃,20%,雪,-2℃,50,良好,流出 2mAh,Lenovo TAB4 SIM,866423030614025,正常,201909_mitsubachi-einekleine,4G:4本,表示,通常,0%,2019-11-17,,2019-03-27 10:31:20(7ヶ月前),2019-11-01 08:25:36(2週間前),2019-11-01 08:26:23(2週間前),2019-02-25 13:35:09(8ヶ月前)
2019-11-20 09:50:46(17分前),000574,P-61,GSハイム御茶ノ水,本番中,正常,3.0.20,100%,25℃,40%,曇,12℃,50,良好,充電 321mAh,Huawei T3 10,868355037431607,正常,201909_mitsubachi-einekleine,4G:3本,表示,通常,0%,2019-11-17,,2019-01-07 10:51:11(10ヶ月前),2019-10-15 10:20:23(1ヶ月前),2019-11-16 19:44:17(3日前),2018-12-28 15:36:17(10ヶ月前)
2019-11-20 09:50:47(17分前),010572,C-243,麻業会館,本番中,正常,3.0.20,100%,27℃,40%,曇,11℃,50,良好,流出 4mAh,Lenovo TAB4 SIM,866423030761818,未取得,sample_channel,3G:2本,表示,通常,14%,2019-11-17,,2019-11-14 10:09:34(5日前),2019-11-14 10:04:50(6日前),2019-11-19 12:43:54(21時間前),2019-10-24 13:14:09(3週間前)
2019-11-20 09:50:47(17分前),010389,IB1-082,棚網レジデンス,本番中,正常,3.0.10,100%,19.2℃,20%,曇,12℃,50,良好,0,Lenovo TAB4 SIM,866423030748708,不正,sample_channel,4G:4本,表示,通常,1%,2019-11-17,,2019-11-06 14:59:33(1週間前),2019-11-16 15:19:49(3日前),2019-11-16 15:20:43(3日前),2019-10-02 10:27:36(1ヶ月前)
2019-11-20 09:50:48(17分前),001637,HK812,グランデース南郷,本番中,正常,3.0.20,100%,12.2℃,20%,雪,-6℃,50,不明,流出 2mAh,Lenovo TAB4 SIM,866423030812157,正常,201909_mitsubachi-einekleine,4G:4本,表示,通常,0%,2019-11-17,,2019-07-01 14:04:17(4ヶ月前),2019-11-03 21:02:13(2週間前),2019-11-03 21:03:08(2週間前),2019-04-16 15:30:26(7ヶ月前)
2019-11-20 09:50:48(17分前),000213,O-759,オリオン砂町,本番中,正常,3.0.20,97%,25℃,20%,曇,13℃,50,良好,流出 844mAh,Huawei T3 10,868355033799916,正常,201909_mitsubachi-einekleine,4G:2本,表示,通常,0%,2019-11-17,,2018-10-03 11:12:55(1年前),2019-11-19 16:10:21(17時間前),2019-11-19 17:11:14(16時間前),2018-09-27 14:07:18(1年前)
2019-11-20 09:50:48(17分前),001130,HK3-669,レジデンス月寒,本番中,正常,3.0.20,100%,17.5℃,20%,雪,-6℃,50,良好,流出 1mAh,Lenovo TAB4 SIM,866423030610965,正常,201909_mitsubachi-einekleine,4G:4本,表示,通常,9%,2019-11-17,,2019-04-18 09:56:37(7ヶ月前),2019-11-14 18:50:37(5日前),2019-11-14 18:51:32(5日前),2019-03-19 13:45:50(8ヶ月前)
2019-11-20 09:50:48(17分前),000233,AN2-602,マルマサ商店,本番中,正常,3.0.20,100%,28℃,0%,曇,11℃,50,良好,充電 199mAh,Huawei T3 10,868355032407636,正常,201909_mitsubachi-einekleine,4G:3本,表示,通常,0%,2019-11-17,,2018-10-25 15:40:44(1年前),2019-11-11 06:38:01(1週間前),2019-11-20 05:11:41(4時間前),2018-10-10 15:35:45(1年前)
2019-11-20 09:50:50(17分前),001191,Y4-420,グリーンサラウンドシティ,本番中,正常,3.0.20,100%,21.7℃,0%,曇,13℃,50,良好,流出 1mAh,Lenovo TAB4 SIM,866423030610387,正常,201909_mitsubachi-einekleine,4G:2本,表示,通常,0%,2019-11-17,,2019-03-27 15:11:28(7ヶ月前),2019-11-16 12:01:01(3日前),2019-11-16 12:01:50(3日前),2019-03-19 15:31:25(8ヶ月前)
2019-11-20 09:50:50(17分前),010330,AN3-277,アスナ,本番中,正常,3.0.00,100%,22.2℃,40%,曇,12℃,50,良好,0,Lenovo TAB4 SIM,866423030747759,正常,sample_channel,4G:3本,表示,通常,0%,2019-11-17,,2019-11-01 15:27:20(2週間前),2019-11-01 15:10:39(2週間前),2019-11-16 11:02:34(3日前),2019-09-25 16:19:51(1ヶ月前)
2019-11-20 09:50:50(17分前),000391,Z3-708,カインド玉川,本番中,正常,3.0.20,100%,25℃,40%,曇,13℃,50,良好,充電 261mAh,Huawei T3 10,868355037429767,正常,201909_mitsubachi-einekleine,4G:3本,表示,通常,5%,2019-11-17,,2018-11-30 12:43:22(11ヶ月前),2019-11-15 10:04:54(5日前),2019-11-18 10:22:01(1日前),2018-11-26 15:16:56(11ヶ月前)
2019-11-20 09:50:51(17分前),010421,OS1-382,銀杏ビル,本番中,正常,3.0.10,100%,24.5℃,20%,曇,11℃,50,良好,0,Lenovo TAB4 SIM,866423030748773,正常,sample_channel,4G:4本,表示,通常,0%,2019-11-17,,2019-10-24 15:15:12(3週間前),2019-11-01 18:26:59(2週間前),2019-11-01 18:27:54(2週間前),2019-10-03 16:39:14(1ヶ月前)
2019-11-20 09:50:51(17分前),001240,ST5-122,エビデンス,本番中,正常,3.0.20,100%,25℃,0%,曇,11℃,20,良好,0,Lenovo TAB4 SIM,866423030613779,正常,201909_mitsubachi-einekleine,4G:4本,表示,通常,0%,2019-11-17,,2019-04-01 10:20:40(7ヶ月前),2019-10-21 09:20:23(4週間前),2019-10-26 09:33:03(3週間前),2019-03-19 16:26:45(8ヶ月前)
2019-11-20 09:50:52(17分前),000473,R-187,プレミール中延,本番中,正常,3.0.20,100%,28℃,40%,曇,11℃,50,良好,充電 164mAh,Huawei T3 10,868355036541877,正常,201909_mitsubachi-einekleine,4G:2本,表示,通常,0%,2019-11-17,,2018-12-27 15:59:41(10ヶ月前),2019-11-14 04:40:24(6日前),2019-11-14 04:41:36(6日前),2018-11-30 16:26:20(11ヶ月前)
2019-11-20 09:50:52(17分前),010576,J-664,FK21ビル,本番中,正常,3.0.20,100%,24.5℃,40%,曇,13℃,50,良好,流出 9mAh,Lenovo TAB4 SIM,866423030762261,正常,sample_channel,4G:3本,表示,通常,0%,2019-11-17,,2019-11-11 11:45:37(1週間前),2019-11-11 11:43:38(1週間前),2019-11-11 11:50:32(1週間前),2019-10-24 13:33:21(3週間前)
2019-11-20 09:50:52(17分前),001958,AN2-208,レジデンシーあすか,本番中,正常,3.0.20,100%,19℃,40%,曇,11℃,50,良好,流出 2mAh,Lenovo TAB4 SIM,866423030793985,正常,201909_mitsubachi-einekleine,4G:3本,表示,通常,0%,2019-11-17,,2019-08-26 15:33:12(2ヶ月前),2019-11-19 20:13:27(13時間前),2019-11-19 20:14:21(13時間前),2019-06-06 15:35:48(5ヶ月前)
2019-11-20 09:50:53(17分前),001976,AN2-203,さくら総合病院コンドル館,本番中,正常,3.0.20,100%,31℃,40%,曇,13℃,50,良好,0,Lenovo TAB4 SIM,866423030791260,正常,201909_mitsubachi-einekleine,4G:1本,表示,通常,0%,2019-11-17,,2019-08-16 14:10:30(3ヶ月前),2019-10-30 04:21:53(3週間前),2019-11-17 08:27:30(3日前),2019-06-11 10:30:28(5ヶ月前)
2019-11-20 09:50:53(17分前),001448,G-790,のとやビル,本番中,正常,3.0.20,100%,27.7℃,40%,曇,13℃,50,良好,流出 7mAh,Lenovo TAB4 SIM,866423030674383,正常,201909_mitsubachi-einekleine,4G:3本,表示,通常,0%,2019-11-17,,2019-06-11 14:01:26(5ヶ月前),2019-11-06 04:52:48(2週間前),2019-11-20 08:53:06(1時間前),2019-04-11 14:51:52(7ヶ月前)
2019-11-20 09:50:54(17分前),001989,SI1-171,曙幼稚園,本番中,正常,3.0.20,100%,25℃,0%,曇,12℃,50,良好,0,Lenovo TAB4 SIM,866423030791773,正常,201909_mitsubachi-einekleine,4G:4本,表示,通常,0%,2019-11-17,,2019-08-07 16:09:36(3ヶ月前),2019-11-04 15:33:43(2週間前),2019-11-12 12:01:41(1週間前),2019-06-14 15:54:50(5ヶ月前)
2019-11-20 09:50:55(17分前),001230,Y4-418,グリーンサラウンドシティ,本番中,正常,3.0.20,100%,26.2℃,0%,曇,12℃,50,良好,0,Lenovo TAB4 SIM,866423030612185,正常,201909_mitsubachi-einekleine,圏外,表示,通常,0%,2019-11-17,,2019-03-27 16:20:43(7ヶ月前),2019-11-14 05:51:50(6日前),2019-11-14 05:52:44(6日前),2019-03-19 16:17:46(8ヶ月前)
2019-11-20 09:50:55(17分前),001361,OS1-488,グリーンパーク樽井,本番中,正常,3.0.20,100%,20.7℃,40%,曇,9℃,50,良好,流出 3mAh,Lenovo TAB4 SIM,866423030798604,正常,201909_mitsubachi-einekleine,4G:3本,表示,通常,0%,2019-11-17,,2019-07-08 12:29:14(4ヶ月前),2019-11-04 13:24:01(2週間前),2019-11-12 20:29:47(1週間前),2019-04-08 14:15:18(7ヶ月前)
2019-11-20 09:50:56(17分前),000782,M-459,伊藤ビル,本番中,正常,3.0.20,100%,20.5℃,20%,曇,11℃,50,良好,流出 2mAh,Lenovo TAB4 SIM,866423030625419,正常,201909_mitsubachi-einekleine,4G:3本,表示,通常,0%,2019-11-17,,2019-02-18 10:49:13(9ヶ月前),2019-11-19 03:51:09(1日前),2019-11-19 03:52:02(1日前),2019-02-04 14:15:53(9ヶ月前)
2019-11-20 09:50:56(17分前),001497,AN3-161,With Stage,本番中,正常,3.0.20,100%,22.7℃,40%,曇,12℃,50,良好,流出 1mAh,Lenovo TAB4 SIM,866423030800103,正常,201909_mitsubachi-einekleine,4G:3本,表示,通常,0%,2019-11-17,,2019-09-02 11:35:02(2ヶ月前),2019-11-16 11:25:12(3日前),2019-11-16 11:26:03(3日前),2019-04-12 11:12:31(7ヶ月前)
2019-11-20 09:50:56(17分前),001375,U-284,プレール・ドゥーク赤羽Ⅱ,本番中,正常,3.0.20,100%,24.7℃,40%,曇,12℃,50,良好,0,Lenovo TAB4 SIM,866423030675653,正常,201909_mitsubachi-einekleine,3G:2本,表示,通常,0%,2019-11-17,,2019-04-26 10:22:50(6ヶ月前),2019-11-19 07:09:44(1日前),2019-11-19 07:10:37(1日前),2019-04-09 11:48:53(7ヶ月前)
2019-11-20 09:50:57(17分前),001837,HK4-904,ルネッサンス末広,本番中,正常,3.0.20,100%,14℃,20%,曇,-3℃,50,不明,流出 7mAh,Lenovo TAB4 SIM,866423030676420,正常,201909_mitsubachi-einekleine,4G:3本,表示,通常,0%,2019-11-17,,2019-07-04 13:39:01(4ヶ月前),2019-10-24 09:43:13(3週間前),2019-11-18 13:12:21(1日前),2019-04-19 14:40:22(7ヶ月前)
2019-11-20 09:50:57(17分前),002007,O-189,grazio,本番中,正常,2.0.00,100%,28.2℃,40%,曇,11℃,50,良好,0,Lenovo TAB4 SIM,,,sample_channel,4G:4本,表示,通常,0%,2019-11-16,,2019-10-21 09:48:51(4週間前),2019-11-12 01:52:25(1週間前),2019-11-12 01:54:44(1週間前),2019-06-17 15:32:32(5ヶ月前)
2019-11-20 09:50:57(17分前),001902,X4-579,エクラシア青梅,本番中,正常,3.0.20,100%,27.2℃,40%,曇,11℃,50,良好,0,Lenovo TAB4 SIM,866423030790130,正常,201909_mitsubachi-einekleine,4G:2本,表示,通常,0%,2019-11-17,,2019-08-29 09:20:51(2ヶ月前),2019-10-08 01:51:09(1ヶ月前),2019-11-14 23:49:57(5日前),2019-05-23 10:26:27(5ヶ月前)
2019-11-20 09:50:58(17分前),0132,L-547,東中野ビューフラット,本番中,正常,3.0.20,100%,25℃,20%,曇,11℃,50,良好,充電 107mAh,Huawei T3 10,868355032511692,正常,201909_mitsubachi-einekleine,4G:3本,表示,通常,0%,2019-11-17,,2018-10-12 11:16:04(1年前),2019-11-17 05:09:46(3日前),2019-11-20 06:47:11(3時間前),2018-08-28 13:56:14(1年前)
2019-11-20 09:50:59(17分前),002083,ST3-489,エクラシア越谷レイクタウン,本番中,正常,3.0.20,100%,29℃,40%,曇,13℃,50,良好,0,Lenovo TAB4 SIM,866423030792094,正常,sample_channel,4G:4本,表示,通常,78%,2019-11-17,,2019-10-18 10:12:54(1ヶ月前),2019-11-09 10:35:25(1週間前),2019-11-09 10:36:20(1週間前),2019-06-24 14:03:56(4ヶ月前)
2019-11-20 09:50:59(17分前),001957,AN2-707,有料老人ホーム太郎と花子,本番中,正常,3.0.20,100%,31℃,0%,雨,10℃,50,良好,流出 3mAh,Lenovo TAB4 SIM,866423030792128,正常,201909_mitsubachi-einekleine,3G:0本,表示,通常,6%,2019-11-17,,2019-08-17 16:23:52(3ヶ月前),2019-11-12 06:53:53(1週間前),2019-11-20 00:46:30(9時間前),2019-06-06 15:31:35(5ヶ月前)
2019-11-20 09:50:59(17分前),000420,Z-303,ゼフィルス,本番中,正常,3.0.20,100%,25℃,40%,曇,11℃,50,良好,流出 927mAh,Huawei T3 10,868355037431870,正常,201909_mitsubachi-einekleine,4G:2本,表示,通常,0%,2019-11-17,,2019-03-20 11:46:50(7ヶ月前),2019-11-05 01:27:55(2週間前),2019-11-14 01:46:34(6日前),2018-11-27 09:50:24(11ヶ月前)
2019-11-20 09:51:00(17分前),001782,O-637,プレール・ドゥーク亀戸Ⅴ,本番中,正常,3.0.20,100%,24.7℃,0%,曇,13℃,50,良好,流出 4mAh,Lenovo TAB4 SIM,866423030800723,正常,201909_mitsubachi-einekleine,4G:3本,表示,通常,0%,2019-11-17,,2019-07-09 11:09:50(4ヶ月前),2019-11-01 20:49:11(2週間前),2019-11-01 20:50:02(2週間前),2019-04-19 10:43:26(7ヶ月前)
2019-11-20 09:51:00(17分前),000531,HK4-412,グランメールアサヒⅡ,本番中,正常,3.0.20,100%,16℃,20%,雪,-2℃,50,良好,0,Lenovo TAB4 SIM,866423030545120,正常,201909_mitsubachi-einekleine,4G:3本,表示,通常,0%,2019-11-17,,2019-03-28 13:45:42(7ヶ月前),2019-11-08 16:54:06(1週間前),2019-11-20 03:51:18(6時間前),2018-12-13 15:30:36(11ヶ月前)
2019-11-20 09:51:00(17分前),000809,OS1-408,パルファン上野芝-Ⅱ,本番中,正常,3.0.20,100%,22℃,20%,曇,11℃,50,良好,0,Lenovo TAB4 SIM,866423030627647,正常,201909_mitsubachi-einekleine,4G:3本,表示,通常,0%,2019-11-17,,2019-09-02 13:11:48(2ヶ月前),2019-11-10 22:25:07(1週間前),2019-11-13 11:11:27(6日前),2019-02-06 16:18:17(9ヶ月前)
2019-11-20 09:51:01(17分前),001121,HK678,リーベンデール北11,本番中,正常,3.0.20,100%,20.7℃,40%,雪,-5℃,50,良好,流出 5mAh,Lenovo TAB4 SIM,866423030612375,正常,201909_mitsubachi-einekleine,4G:3本,表示,通常,0%,2019-11-17,,2019-06-12 16:50:41(5ヶ月前),2019-09-29 10:03:19(1ヶ月前),2019-11-10 14:59:13(1週間前),2019-03-19 13:34:26(8ヶ月前)
2019-11-20 09:51:02(17分前),000957,AN2-821,サンヴィラ野並,本番中,正常,3.0.20,100%,20℃,40%,曇,9℃,50,良好,0,Lenovo TAB4 SIM,866423030614330,正常,201909_mitsubachi-einekleine,4G:4本,表示,通常,0%,2019-11-17,,2019-06-29 19:24:23(4ヶ月前),2019-11-19 08:39:10(1日前),2019-11-19 08:40:04(1日前),2019-02-25 13:29:45(8ヶ月前)
2019-11-20 09:51:03(17分前),000559,I1-271,レピュア大鳥居,本番中,正常,3.0.20,100%,26℃,40%,曇,11℃,50,良好,充電 83mAh,Huawei T3 10,868355037429189,正常,201909_mitsubachi-einekleine,4G:3本,表示,通常,0%,2019-11-17,,2019-01-28 11:04:02(9ヶ月前),2019-10-30 11:17:53(2週間前),2019-11-18 18:24:49(1日前),2018-12-27 16:23:09(10ヶ月前)
2019-11-20 09:51:04(17分前),010672,I-274,特別養護老人ホーム好日苑(本館),本番中,正常,3.0.26,100%,32.2℃,0%,曇,12℃,50,良好,0,Lenovo TAB4 SIM,866423030881137,未取得,sample_channel,3G:1本,表示,通常,0%,2019-11-16,,2019-11-15 14:51:38(4日前),2019-11-15 14:37:31(4日前),2019-11-19 10:13:56(23時間前),2019-11-05 14:18:57(2週間前)
2019-11-20 09:51:04(17分前),000753,HK3-972,サザンメイプル北大,本番中,正常,3.0.20,100%,13.7℃,0%,雪,-5℃,50,不明,0,Lenovo TAB4 SIM,866423030633512,正常,201909_mitsubachi-einekleine,4G:3本,表示,通常,0%,2019-11-17,,2019-02-21 14:07:51(8ヶ月前),2019-11-20 06:37:21(3時間前),2019-11-20 06:38:16(3時間前),2019-02-04 11:55:28(9ヶ月前)
2019-11-20 09:51:04(17分前),001815,ST4-101,GAYA NAMIKI Bldg,本番中,正常,3.0.20,99%,24.2℃,20%,曇,13℃,40,良好,充電 314mAh,Lenovo TAB4 SIM,866423030805524,正常,201909_mitsubachi-einekleine,4G:3本,表示,通常,0%,2019-11-17,,2019-07-18 14:09:28(4ヶ月前),2019-11-07 01:00:32(1週間前),2019-11-07 01:01:24(1週間前),2019-04-19 13:18:40(7ヶ月前)
2019-11-20 09:51:04(17分前),001254,Y4-409,グリーンサラウンドシティ,本番中,正常,3.0.20,100%,23.5℃,0%,曇,13℃,50,良好,0,Lenovo TAB4 SIM,866423030670530,正常,201909_mitsubachi-einekleine,3G:0本,表示,通常,0%,2019-11-17,,2019-03-28 11:10:33(7ヶ月前),2019-11-14 14:03:45(5日前),2019-11-16 01:19:38(4日前),2019-03-19 16:47:37(8ヶ月前)
2019-11-20 09:51:05(17分前),001873,CB3-300,プロシードCO‐Z西館,本番中,正常,3.0.20,100%,24.5℃,40%,曇,14℃,50,良好,0,Lenovo TAB4 SIM,866423030921859,正常,201909_mitsubachi-einekleine,4G:2本,表示,通常,0%,2019-11-17,,2019-08-26 10:24:16(2ヶ月前),2019-11-20 04:14:22(5時間前),2019-11-20 05:17:22(4時間前),2019-05-14 09:54:07(6ヶ月前)
2019-11-20 09:51:05(17分前),010057,M-403,サイレンス錦糸町,本番中,正常,3.0.20,100%,25℃,20%,曇,12℃,50,良好,0,Lenovo TAB4 SIM,866423030743063,正常,201909_mitsubachi-einekleine,4G:4本,表示,通常,1%,2019-11-17,,2019-09-27 13:49:59(1ヶ月前),2019-11-11 08:16:22(1週間前),2019-11-11 08:17:17(1週間前),2019-07-12 10:51:31(4ヶ月前)
2019-11-20 09:51:05(17分前),010591,CB-101,プロシード船橋宮本,本番中,正常,3.0.20,100%,21.7℃,20%,曇,11℃,50,良好,0,Lenovo TAB4 SIM,866423030744202,正常,201909_mitsubachi-einekleine,4G:4本,表示,通常,0%,2019-11-17,,2019-10-31 08:43:09(2週間前),2019-10-31 08:39:01(2週間前),2019-11-16 13:14:56(3日前),2019-10-29 14:16:46(3週間前)
2019-11-20 09:51:05(17分前),001834,V-160,プレール・ドゥーク東京EAST Ⅳ river side,本番中,正常,3.0.20,100%,26.2℃,40%,曇,11℃,50,良好,0,Lenovo TAB4 SIM,866423030815127,正常,201909_mitsubachi-einekleine,3G:0本,表示,通常,0%,2019-11-17,,2019-05-23 14:58:02(5ヶ月前),2019-10-04 20:50:40(1ヶ月前),2019-11-16 23:39:18(3日前),2019-04-19 14:34:09(7ヶ月前)
2019-11-20 09:51:06(17分前),000761,HK2-825,クレア北24条,本番中,正常,3.0.20,100%,12℃,20%,雪,-2℃,90,不明,0,Lenovo TAB4 SIM,866423030632175,正常,201909_mitsubachi-einekleine,4G:3本,表示,通常,0%,2019-11-17,,2019-02-28 10:17:43(8ヶ月前),2019-09-26 08:20:35(1ヶ月前),2019-11-14 08:02:19(6日前),2019-02-04 13:10:39(9ヶ月前)
2019-11-20 09:51:06(17分前),010008,X-590,コンフォート八王子,本番中,正常,3.0.20,100%,23℃,20%,晴,11℃,50,良好,0,Lenovo TAB4 SIM,866423030748112,未取得,sample_channel,4G:2本,表示,通常,94%,2019-11-17,,2019-11-12 10:32:03(1週間前),2019-11-12 10:12:50(1週間前),2019-11-13 18:14:17(6日前),2019-07-11 09:57:47(4ヶ月前)
2019-11-20 09:51:07(17分前),0116,K-762,サクラマンション,本番中,正常,3.0.20,100%,25℃,40%,曇,11℃,50,良好,充電 303mAh,Huawei T3 10,868355033798454,正常,201909_mitsubachi-einekleine,4G:4本,表示,通常,0%,2019-11-17,,2018-08-28 16:13:54(1年前),2019-11-12 09:59:57(1週間前),2019-11-15 12:37:07(4日前),2018-08-23 15:48:44(1年前)
2019-11-20 09:51:08(17分前),001628,AN1-007,桜通大津KTビル,本番中,正常,3.0.20,100%,28.2℃,40%,雨,10℃,50,良好,流出 6mAh,Lenovo TAB4 SIM,866423030804394,正常,201909_mitsubachi-einekleine,4G:2本,表示,通常,0%,2019-11-17,,2019-06-20 10:53:27(4ヶ月前),2019-11-11 20:35:21(1週間前),2019-11-11 20:36:12(1週間前),2019-04-16 14:44:26(7ヶ月前)
2019-11-20 09:51:09(17分前),001310,I1-281,相川ビル,本番中,正常,3.0.20,100%,21.7℃,40%,曇,12℃,50,良好,0,Lenovo TAB4 SIM,866423030676024,正常,201909_mitsubachi-einekleine,4G:2本,表示,通常,0%,2019-11-17,,2019-04-09 17:14:28(7ヶ月前),2019-11-14 19:46:05(5日前),2019-11-14 19:46:51(5日前),2019-03-28 13:58:16(7ヶ月前)
2019-11-20 09:51:09(17分前),001703,Z6-115,MS大船ビル,本番中,正常,3.0.20,100%,26.5℃,40%,曇,12℃,50,良好,0,Lenovo TAB4 SIM,866423030800582,正常,201909_mitsubachi-einekleine,4G:2本,表示,通常,0%,2019-11-17,,2019-07-02 15:07:43(4ヶ月前),2019-11-04 00:39:06(2週間前),2019-11-04 00:39:58(2週間前),2019-04-17 13:53:08(7ヶ月前)
2019-11-20 09:51:09(17分前),000205,E1-044,厳松堂ビル,本番中,正常,3.0.20,100%,25℃,40%,曇,11℃,50,良好,充電 181mAh,Huawei T3 10,868355032407917,正常,201909_mitsubachi-einekleine,4G:2本,表示,通常,0%,2019-11-17,,2018-10-03 07:29:26(1年前),2019-11-16 03:20:30(4日前),2019-11-18 10:20:56(1日前),2018-09-20 15:41:47(1年前)
2019-11-20 09:51:10(17分前),010090,N-587,特別養護老人ホーム青葉台さくら苑,本番中,正常,3.0.20,100%,27.7℃,40%,曇,11℃,50,良好,0,Lenovo TAB4 SIM,866423030744301,不正,sample_channel,4G:1本,表示,通常,1%,2019-11-17,,2019-10-25 15:49:43(3週間前),2019-11-10 19:41:30(1週間前),2019-11-19 14:47:09(19時間前),2019-07-16 13:16:14(4ヶ月前)
